song	artist	hip_hop_rnb	genre
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"These Days"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Who's Your Daddy?"	Toby Keith	0	Country / Rock
"She'll Leave You with a Smile"	George Strait	0	Country / Rock
"She'll Leave You with a Smile"	George Strait	0	Country / Rock
"19 Somethin'"	Mark Wills	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The Baby"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Man to Man"	Gary Allan	0	Country / Rock
"Travelin' Soldier"	Dixie Chicks	0	Country / Rock
"Brokenheartsville"	Joe Nichols	0	Country / Rock
"Have You Forgotten?"	Darryl Worley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Three Wooden Crosses"	Randy Travis	0	Country / Rock
"I Believe"	Diamond Rio	0	Country / Rock
		0	Country / Rock
"Beer for My Horses"	Toby Keith duet with Willie Nelson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"My Front Porch Looking In"	Lonestar	0	Country / Rock
"Red Dirt Road"	Brooks & Dunn	0	Country / Rock
"It's Five O'Clock Somewhere"	Alan Jackson and Jimmy Buffett	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"What Was I Thinkin'"	Dierks Bentley	0	Country / Rock
"It's Five O'Clock Somewhere"	Alan Jackson and Jimmy Buffett	0	Country / Rock
"Real Good Man"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"Tough Little Boys"	Gary Allan	0	Country / Rock
		0	Country / Rock
"Who Wouldn't Wanna Be Me"	Keith Urban	0	Country / Rock
"I Love This Bar"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"There Goes My Life"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"There Goes My Life"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Remember When"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"American Soldier"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Watch the Wind Blow By"	Tim McGraw	0	Country / Rock
		0	Country / Rock
"When the Sun Goes Down"	Kenny Chesney & Uncle Kracker	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"You'll Think of Me"	Keith Urban	0	Country / Rock
		0	Country / Rock
"Mayberry"	Rascal Flatts	0	Country / Rock
"Redneck Woman"	Gretchen Wilson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"If You Ever Stop Loving Me"	Montgomery Gentry	0	Country / Rock
"Whiskey Girl"	Toby Keith	0	Country / Rock
"Live Like You Were Dying"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Somebody"	Reba McEntire	0	Country / Rock
"Live Like You Were Dying"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Girls Lie Too"	Terri Clark	0	Country / Rock
"Days Go By"	Keith Urban	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Suds in the Bucket"	Sara Evans	0	Country / Rock
"I Hate Everything"	George Strait	0	Country / Rock
		0	Country / Rock
"In a Real Love"	Phil Vassar	0	Country / Rock
		0	Country / Rock
"Mr. Mom"	Lonestar	0	Country / Rock
		0	Country / Rock
"Nothing On but the Radio"	Gary Allan	0	Country / Rock
		0	Country / Rock
"Back When"	Tim McGraw	0	Country / Rock
"Some Beach"	Blake Shelton	0	Country / Rock
"Some Beach"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Awful, Beautiful Life"	Darryl Worley	0	Country / Rock
		0	Country / Rock
"Mud on the Tires"	Brad Paisley	0	Country / Rock
"Bless the Broken Road"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Nothin' to Lose"	Josh Gracin	0	Country / Rock
"That's What I Love About Sunday"	Craig Morgan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Anything but Mine"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"It's Getting Better All the Time"	Brooks & Dunn	0	Country / Rock
"My Give a Damn's Busted"	Jo Dee Messina	0	Country / Rock
		0	Country / Rock
"Making Memories of Us"	Keith Urban	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Fast Cars and Freedom"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"As Good as I Once Was"	Toby Keith	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Mississippi Girl"	Faith Hill	0	Country / Rock
		0	Country / Rock
"Play Something Country"	Brooks & Dunn	0	Country / Rock
"A Real Fine Place to Start"	Sara Evans	0	Country / Rock
		0	Country / Rock
"Something to Be Proud Of"	Montgomery Gentry	0	Country / Rock
		0	Country / Rock
"Better Life"	Keith Urban	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Come a Little Closer"	Dierks Bentley	0	Country / Rock
		0	Country / Rock
"Tequila Makes Her Clothes Fall Off"	Joe Nichols	0	Country / Rock
"Come a Little Closer"	Dierks Bentley	0	Country / Rock
"Must Be Doin' Somethin' Right"	Billy Currington	0	Country / Rock
"Must Be Doin' Somethin' Right"	Billy Currington	0	Country / Rock
"She Let Herself Go"	George Strait	0	Country / Rock
"Jesus, Take the Wheel"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"When I Get Where I'm Going"	Brad Paisley featuring Dolly Parton	0	Country / Rock
"Your Man"	Josh Turner	0	Country / Rock
"Living in Fast Forward"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"What Hurts the Most"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Who Says You Can't Go Home"	Bon Jovi duet with Jennifer Nettles	0	Country / Rock
		0	Country / Rock
"Wherever You Are"	Jack Ingram	0	Country / Rock
"Why"	Jason Aldean	0	Country / Rock
"Settle for a Slowdown"	Dierks Bentley	0	Country / Rock
		0	Country / Rock
"Summertime"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The World"	Brad Paisley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"If You're Going Through Hell (Before the Devil Even Knows)"	Rodney Atkins	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Leave the Pieces"	The Wreckers	0	Country / Rock
		0	Country / Rock
"Brand New Girlfriend"	Steve Holy	0	Country / Rock
"Give It Away"	George Strait	0	Country / Rock
		0	Country / Rock
"Would You Go with Me"	Josh Turner	0	Country / Rock
		0	Country / Rock
"I Loved Her First"	Heartland	0	Country / Rock
"Every Mile a Memory"	Dierks Bentley	0	Country / Rock
"Before He Cheats"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"My Wish"	Rascal Flatts	0	Country / Rock
"Want To"	Sugarland	0	Country / Rock
		0	Country / Rock
"She's Everything"	Brad Paisley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Watching You"	Rodney Atkins	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"It Just Comes Natural"	George Strait	0	Country / Rock
		0	Country / Rock
"Ladies Love Country Boys"	Trace Adkins	0	Country / Rock
		0	Country / Rock
"Beer in Mexico"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Last Dollar (Fly Away)"	Tim McGraw	0	Country / Rock
"Wasted"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Stand"	Rascal Flatts	0	Country / Rock
"Settlin'"	Sugarland	0	Country / Rock
"Good Directions"	Billy Currington	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Moments"	Emerson Drive	0	Country / Rock
"Find Out Who Your Friends Are"	Tracy Lawrence	0	Country / Rock
"Ticks"	Brad Paisley	0	Country / Rock
"Lucky Man"	Montgomery Gentry	0	Country / Rock
		0	Country / Rock
"Lost in This Moment"	Big & Rich	0	Country / Rock
		0	Country / Rock
"Never Wanted Nothing More"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"These Are My People"	Rodney Atkins	0	Country / Rock
"More Than a Memory"	Garth Brooks	0	Country / Rock
"Take Me There"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Online"	Brad Paisley	0	Country / Rock
"Love Me If You Can"	Toby Keith	0	Country / Rock
"Don't Blink"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Free and Easy (Down the Road I Go)"	Dierks Bentley	0	Country / Rock
"So Small"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Our Song"	Taylor Swift	0	Country / Rock
		0	Country / Rock
"Our Song"	Taylor Swift	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Letter to Me"	Brad Paisley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Cleaning This Gun (Come On In Boy)"	Rodney Atkins	0	Country / Rock
		0	Country / Rock
"All-American Girl"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
"Small Town Southern Man"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"You're Gonna Miss This"	Trace Adkins	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"I Saw God Today"	George Strait	0	Country / Rock
		0	Country / Rock
"Just Got Started Lovin' You"	James Otto	0	Country / Rock
		0	Country / Rock
"I'm Still a Guy"	Brad Paisley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Last Name"	Carrie Underwood	0	Country / Rock
"Better as a Memory"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"Back When I Knew It All"	Montgomery Gentry	0	Country / Rock
"Home"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Good Time"	Alan Jackson	0	Country / Rock
		0	Country / Rock
"All I Want to Do"	Sugarland	0	Country / Rock
"Should've Said No"	Taylor Swift	0	Country / Rock
		0	Country / Rock
"You Look Good in My Shirt"	Keith Urban	0	Country / Rock
"Do You Believe Me Now"	Jimmy Wayne	0	Country / Rock
"Waitin' on a Woman"	Brad Paisley	0	Country / Rock
"Do You Believe Me Now"	Jimmy Wayne	0	Country / Rock
"Don't Think I Don't Think About It"	Darius Rucker	0	Country / Rock
		0	Country / Rock
"Everybody Wants to Go to Heaven"	Kenny Chesney with The Wailers[A]	0	Country / Rock
		0	Country / Rock
"She Never Cried in Front of Me"	Toby Keith	0	Country / Rock
"Just a Dream"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
"Love Story"	Taylor Swift	0	Country / Rock
		0	Country / Rock
"Chicken Fried"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
"Roll with Me"	Montgomery Gentry	0	Country / Rock
"Here"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
"Already Gone"	Sugarland	0	Country / Rock
"Start a Band"	Brad Paisley duet with Keith Urban	0	Country / Rock
"Country Boy"	Alan Jackson	0	Country / Rock
"She Wouldn't Be Gone"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Feel That Fire"	Dierks Bentley	0	Country / Rock
"Down the Road"	Kenny Chesney with Mac McAnally	0	Country / Rock
"God Love Her"	Toby Keith	0	Country / Rock
"Sweet Thing"	Keith Urban	0	Country / Rock
		0	Country / Rock
"It Won't Be Like This for Long"	Darius Rucker	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"River of Love"	George Strait	0	Country / Rock
"Here Comes Goodbye"	Rascal Flatts	0	Country / Rock
"It's America"	Rodney Atkins	0	Country / Rock
		0	Country / Rock
"She's Country"	Jason Aldean	0	Country / Rock
"It Happens"	Sugarland	0	Country / Rock
		0	Country / Rock
"Then"	Brad Paisley	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Out Last Night"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"Sideways"	Dierks Bentley	0	Country / Rock
		0	Country / Rock
"I Run to You"	Lady Antebellum	0	Country / Rock
"People Are Crazy"	Billy Currington	0	Country / Rock
		0	Country / Rock
"Alright"	Darius Rucker	0	Country / Rock
"You Belong with Me"	Taylor Swift	0	Country / Rock
		0	Country / Rock
"Big Green Tractor"	Jason Aldean	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Small Town USA"	Justin Moore	0	Country / Rock
"American Ride"	Toby Keith	0	Country / Rock
		0	Country / Rock
"Gettin' You Home (The Black Dress Song)"	Chris Young	0	Country / Rock
"Only You Can Love Me This Way"	Keith Urban	0	Country / Rock
"Toes"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
"Cowboy Casanova"	Carrie Underwood	0	Country / Rock
"Need You Now"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Consider Me Gone"	Reba[A]	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Southern Voice"	Tim McGraw	0	Country / Rock
"The Truth"	Jason Aldean	0	Country / Rock
		0	Country / Rock
"Why Don't We Just Dance"	Josh Turner	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"That's How Country Boys Roll"	Billy Currington	0	Country / Rock
"Hillbilly Bone"	Blake Shelton featuring Trace Adkins	0	Country / Rock
"A Little More Country Than That"	Easton Corbin	0	Country / Rock
"Temporary Home"	Carrie Underwood	0	Country / Rock
"Highway 20 Ride"	Zac Brown Band	0	Country / Rock
"American Honey"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
"Gimmie That Girl"	Joe Nichols	0	Country / Rock
		0	Country / Rock
"The Man I Want to Be"	Chris Young	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"The House That Built Me"	Miranda Lambert	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Water"	Brad Paisley	0	Country / Rock
		0	Country / Rock
"Rain Is a Good Thing"	Luke Bryan	0	Country / Rock
		0	Country / Rock
"Undo It"	Carrie Underwood	0	Country / Rock
"Lover, Lover"	Jerrod Niemann	0	Country / Rock
"Free"	Zac Brown Band	0	Country / Rock
"All About Tonight"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Pretty Good at Drinkin' Beer"	Billy Currington	0	Country / Rock
"Our Kind of Love"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
"The Boys of Fall"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"All Over Me"	Josh Turner	0	Country / Rock
"Roll with It"	Easton Corbin	0	Country / Rock
"Come Back Song"	Darius Rucker	0	Country / Rock
		0	Country / Rock
"As She's Walking Away"	Zac Brown Band featuring Alan Jackson	0	Country / Rock
		0	Country / Rock
"Anything Like Me"	Brad Paisley	0	Country / Rock
"If I Die Young"	The Band Perry	0	Country / Rock
"Why Wait"	Rascal Flatts	0	Country / Rock
		0	Country / Rock
"Turn On the Radio"	Reba[A]	0	Country / Rock
"Felt Good on My Lips"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Somewhere with You"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Voices"	Chris Young	0	Country / Rock
"Someone Else Calling You Baby"	Luke Bryan	0	Country / Rock
"Who Are You When I'm Not Looking"	Blake Shelton	0	Country / Rock
"Don't You Wanna Stay"	Jason Aldean and Kelly Clarkson	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Let Me Down Easy"	Billy Currington	0	Country / Rock
"Are You Gonna Kiss Me or Not"	Thompson Square	0	Country / Rock
"Colder Weather"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
"This"	Darius Rucker	0	Country / Rock
"Live a Little"	Kenny Chesney	0	Country / Rock
"A Little Bit Stronger"	Sara Evans	0	Country / Rock
		0	Country / Rock
"Heart Like Mine"	Miranda Lambert	0	Country / Rock
"Old Alabama"	Brad Paisley featuring Alabama	0	Country / Rock
		0	Country / Rock
"Without You"	Keith Urban	0	Country / Rock
"Honey Bee"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"If Heaven Wasn't So Far Away"	Justin Moore	0	Country / Rock
"Dirt Road Anthem"	Jason Aldean	0	Country / Rock
"Tomorrow"	Chris Young	0	Country / Rock
"Knee Deep"	Zac Brown Band featuring Jimmy Buffett	0	Country / Rock
"Just a Kiss"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
"Am I the Only One"	Dierks Bentley	0	Country / Rock
"Remind Me"	Brad Paisley, duet with Carrie Underwood	0	Country / Rock
"Barefoot Blue Jean Night"	Jake Owen	0	Country / Rock
		0	Country / Rock
"Take a Back Road"	Rodney Atkins	0	Country / Rock
		0	Country / Rock
"Made in America"	Toby Keith	0	Country / Rock
"Long Hot Summer"	Keith Urban	0	Country / Rock
"God Gave Me You"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Crazy Girl"	Eli Young Band	0	Country / Rock
"Sparks Fly"	Taylor Swift	0	Country / Rock
"Country Must Be Country Wide"	Brantley Gilbert	0	Country / Rock
"We Owned the Night"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
"Keep Me in Mind"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
"Keep Me in Mind"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
"Let It Rain"	David Nail featuring Sarah Buxton	0	Country / Rock
"Drink in My Hand"	Eric Church	0	Country / Rock
"I Don't Want This Night to End"	Luke Bryan	0	Country / Rock
"You"	Chris Young	0	Country / Rock
"All Your Life"	The Band Perry	0	Country / Rock
		0	Country / Rock
"You Gonna Fly"	Keith Urban	0	Country / Rock
		0	Country / Rock
"Reality"	Kenny Chesney	0	Country / Rock
"Home"	Dierks Bentley	0	Country / Rock
"Ours"	Taylor Swift	0	Country / Rock
"Alone with You"	Jake Owen	0	Country / Rock
		0	Country / Rock
"A Woman Like You"	Lee Brice	0	Country / Rock
"Drink on It"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Banjo"	Rascal Flatts	0	Country / Rock
"Over You"	Miranda Lambert	0	Country / Rock
"Fly Over States"	Jason Aldean	0	Country / Rock
"Somethin' 'Bout a Truck"	Kip Moore	0	Country / Rock
		0	Country / Rock
"Good Girl"	Carrie Underwood	0	Country / Rock
"Springsteen"	Eric Church	0	Country / Rock
		0	Country / Rock
"Drunk on You"	Luke Bryan	0	Country / Rock
		0	Country / Rock
"You Don't Know Her Like I Do"	Brantley Gilbert	0	Country / Rock
"Even If It Breaks Your Heart"	Eli Young Band	0	Country / Rock
"5-1-5-0"	Dierks Bentley	0	Country / Rock
"Come Over"	Kenny Chesney	0	Country / Rock
		0	Country / Rock
"Angel Eyes"	Love and Theft	0	Country / Rock
"Over"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Pontoon"	Little Big Town	0	Country / Rock
		0	Country / Rock
"Wanted"	Hunter Hayes	0	Country / Rock
"Take a Little Ride"	Jason Aldean	0	Country / Rock
		0	Country / Rock
"We Are Never Ever Getting Back Together"	Taylor Swift	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Cruise"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
"Take a Little Ride"	Jason Aldean	0	Country / Rock
"Blown Away"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
"Hard to Love"	Lee Brice	0	Country / Rock
		0	Country / Rock
"Kiss Tomorrow Goodbye"	Luke Bryan	0	Country / Rock
		0	Country / Rock
"The One That Got Away"	Jake Owen	0	Country / Rock
"Cruise"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Cruise"	Florida Georgia Line	0	Country / Rock
"We Are Never Ever Getting Back Together"	Taylor Swift	0	Country / Rock
"Cruise"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
"Better Dig Two"	The Band Perry	0	Country / Rock
"Every Storm (Runs Out of Rain)"	Gary Allan	0	Country / Rock
"Better Dig Two"	The Band Perry	0	Country / Rock
"Wanted"	Hunter Hayes	0	Country / Rock
		0	Country / Rock
"Sure Be Cool If You Did"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Wagon Wheel"	Darius Rucker	0	Country / Rock
"Cruise"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"That's My Kind of Night"	Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"We Were Us"	Keith Urban and Miranda Lambert	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Stay"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Til My Last Day"	Justin Moore	0	Country / Rock
"Goodbye in Her Eyes"	Zac Brown Band	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"How Country Feels"	Randy Houser	0	Country / Rock
"Every Storm (Runs Out of Rain)"	Gary Allan	0	Country / Rock
"The Only Way I Know"	Jason Aldean with Luke Bryan and Eric Church	0	Country / Rock
"Better Dig Two"	The Band Perry	0	Country / Rock
		0	Country / Rock
"One of Those Nights"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Sure Be Cool If You Did"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Somebody's Heartbreak"	Hunter Hayes	0	Country / Rock
"I Drive Your Truck"	Lee Brice	0	Country / Rock
"Downtown"	Lady Antebellum	0	Country / Rock
		0	Country / Rock
"If I Didn't Have You"	Thompson Square	0	Country / Rock
"Get Your Shine On"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
"Wagon Wheel"	Darius Rucker	0	Country / Rock
		0	Country / Rock
"Highway Don't Care"	Tim McGraw with Taylor Swift	0	Country / Rock
		0	Country / Rock
"Boys 'Round Here"	Blake Shelton featuring Pistol Annies and friends	0	Country / Rock
"Anywhere with You"	Jake Owen	0	Country / Rock
"Crash My Party"	Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Done"	The Band Perry	0	Country / Rock
"Runnin' Outta Moonlight"	Randy Houser	0	Country / Rock
		0	Country / Rock
"Don't Ya"	Brett Eldredge	0	Country / Rock
		0	Country / Rock
"Little Bit of Everything"	Keith Urban	0	Country / Rock
		0	Country / Rock
"Round Here"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
"Night Train"	Jason Aldean	0	Country / Rock
		0	Country / Rock
"Hey Girl"	Billy Currington	0	Country / Rock
"It Goes Like This"	Thomas Rhett	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Mine Would Be You"	Blake Shelton	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"We Were Us"	Keith Urban and Miranda Lambert	0	Country / Rock
"Sunny and 75"	Joe Nichols	0	Country / Rock
"Carolina"	Parmalee	0	Country / Rock
"Drunk Last Night"	Eli Young Band	0	Country / Rock
"Stay"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Drink a Beer"	Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Chillin' It"	Cole Swindell	0	Country / Rock
		0	Country / Rock
"Bottoms Up"	Brantley Gilbert	0	Country / Rock
		0	Country / Rock
"This Is How We Roll"	Florida Georgia Line featuring Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Play It Again"	Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"This Is How We Roll"	Florida Georgia Line featuring Luke Bryan	0	Country / Rock
		0	Country / Rock
"Play It Again"	Luke Bryan	0	Country / Rock
"Somethin' Bad"	Miranda Lambert duet with Carrie Underwood	0	Country / Rock
"Beachin'"	Jake Owen	0	Country / Rock
"Dirt"	Florida Georgia Line	0	Country / Rock
		0	Country / Rock
"Burnin' It Down"	Jason Aldean	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Leave the Night On"	Sam Hunt	0	Country / Rock
"Something in the Water"	Carrie Underwood	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Shotgun Rider"	Tim McGraw	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Sweet Annie"	Zac Brown Band	0	Country / Rock
"Whatever She's Got"	David Nail	0	Country / Rock
"Drink a Beer"	Luke Bryan	0	Country / Rock
		0	Country / Rock
"When She Says Baby"	Jason Aldean	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Compass"	Lady Antebellum	0	Country / Rock
"Helluva Life"	Frankie Ballard	0	Country / Rock
"I Hold On"	Dierks Bentley	0	Country / Rock
"Doin' What She Likes"	Blake Shelton	0	Country / Rock
		0	Country / Rock
"Drink to That All Night"	Jerrod Niemann	0	Country / Rock
		0	Country / Rock
"Bottoms Up"	Brantley Gilbert	0	Country / Rock
"Give Me Back My Hometown"	Eric Church	0	Country / Rock
"Get Me Some of That"	Thomas Rhett	0	Country / Rock
"Play It Again"	Luke Bryan	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"Beat of the Music"	Brett Eldredge	0	Country / Rock
"Lettin' the Night Roll"	Justin Moore	0	Country / Rock
"My Eyes"	Blake Shelton featuring Gwen Sebastian	0	Country / Rock
"Beachin'"	Jake Owen	0	Country / Rock
"Yeah"	Joe Nichols	0	Country / Rock
		0	Country / Rock
		0	Country / Rock
"We Are Tonight"	Billy Currington	0	Country / Rock
"I Don't Dance"	Lee Brice	0	Country / Rock
"Drunk on a Plane"	Dierks Bentley	0	Country / Rock
		0	Country / Rock
"Bartender"	Lady Antebellum	0	Country / Rock
"American Kids"	Kenny Chesney	0	Country / Rock
"Where It's At"	Dustin Lynch	0	Country / Rock
		0	Country / Rock
"Hope You Get Lonely Tonight"	Cole Swindell	0	Country / Rock
"Roller Coaster"	Luke Bryan	0	Country / Rock
"Dirt"	Florida Georgia Line	0	Country / Rock
"Burnin' It Down"	Jason Aldean	0	Country / Rock
		0	Country / Rock
"Leave the Night On"	Sam Hunt	0	Country / Rock
"Neon Light"	Blake Shelton	0	Country / Rock
